region_id,vintage_year,growing_season_temp_c,gdd,days_above_30,days_above_35,spring_frost_days,rain_apr_sep_mm,rain_jul_aug_mm,rain_sep_mm,longest_dry_spell_days,water_stress_index,harvest_rain_risk_index,flags,summary,monthly,source_type,confidence
jura,2022,1.69,0.0,0,0,6,50.0,7.1,16.1,48,58.0,23.0,"{""solaire"":false,""frais"":false,""sec"":true,""pluvieux"":false,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":true,""forteChaleur"":false}","Jura 2022 : sec, gel de printemps, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.0,""rainfallMm"":5.6},{""month"":2,""temperatureC"":0.5,""rainfallMm"":9.8},{""month"":3,""temperatureC"":0.7,""rainfallMm"":3.7},{""month"":4,""temperatureC"":0.9,""rainfallMm"":9.2},{""month"":5,""temperatureC"":1.6,""rainfallMm"":3.4},{""month"":6,""temperatureC"":1.9,""rainfallMm"":14.2},{""month"":7,""temperatureC"":2.1,""rainfallMm"":1.1},{""month"":8,""temperatureC"":2.1,""rainfallMm"":5.9},{""month"":9,""temperatureC"":1.5,""rainfallMm"":16.1},{""month"":10,""temperatureC"":1.5,""rainfallMm"":10.9},{""month"":11,""temperatureC"":0.8,""rainfallMm"":13.5},{""month"":12,""temperatureC"":0.4,""rainfallMm"":12.1}]",real,0.95
jura,2023,1.66,0.0,0,0,5,52.2,16.0,8.0,43,55.0,9.0,"{""solaire"":false,""frais"":false,""sec"":true,""pluvieux"":false,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":true,""forteChaleur"":false}","Jura 2023 : sec, gel de printemps, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.3,""rainfallMm"":11.4},{""month"":2,""temperatureC"":0.3,""rainfallMm"":1.2},{""month"":3,""temperatureC"":0.7,""rainfallMm"":12.8},{""month"":4,""temperatureC"":0.9,""rainfallMm"":11.2},{""month"":5,""temperatureC"":1.4,""rainfallMm"":6.9},{""month"":6,""temperatureC"":1.9,""rainfallMm"":10.1},{""month"":7,""temperatureC"":2.0,""rainfallMm"":9.2},{""month"":8,""temperatureC"":2.0,""rainfallMm"":6.8},{""month"":9,""temperatureC"":1.8,""rainfallMm"":8.0},{""month"":10,""temperatureC"":1.3,""rainfallMm"":21.9},{""month"":11,""temperatureC"":0.6,""rainfallMm"":26.6},{""month"":12,""temperatureC"":0.5,""rainfallMm"":18.1}]",real,0.95
jura,2024,1.58,0.0,0,0,5,79.6,17.9,17.3,19,46.0,28.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":true,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":true,""forteChaleur"":false}","Jura 2024 : pluvieux, gel de printemps, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.3,""rainfallMm"":11.0},{""month"":2,""temperatureC"":0.7,""rainfallMm"":9.4},{""month"":3,""temperatureC"":0.8,""rainfallMm"":12.0},{""month"":4,""temperatureC"":1.0,""rainfallMm"":13.9},{""month"":5,""temperatureC"":1.3,""rainfallMm"":18.2},{""month"":6,""temperatureC"":1.7,""rainfallMm"":12.3},{""month"":7,""temperatureC"":2.0,""rainfallMm"":8.2},{""month"":8,""temperatureC"":2.1,""rainfallMm"":9.7},{""month"":9,""temperatureC"":1.4,""rainfallMm"":17.3},{""month"":10,""temperatureC"":1.3,""rainfallMm"":18.0},{""month"":11,""temperatureC"":0.6,""rainfallMm"":8.7},{""month"":12,""temperatureC"":0.1,""rainfallMm"":13.3}]",real,0.95
languedoc-roussillon,2000,1.72,0.0,0,0,0,45.7,8.6,9.6,40,57.0,12.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":true,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Languedoc-Roussillon 2000 : pluvieux, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.4,""rainfallMm"":2.6},{""month"":2,""temperatureC"":0.8,""rainfallMm"":4.1},{""month"":3,""temperatureC"":0.9,""rainfallMm"":4.4},{""month"":4,""temperatureC"":1.1,""rainfallMm"":10.4},{""month"":5,""temperatureC"":1.6,""rainfallMm"":8.4},{""month"":6,""temperatureC"":1.9,""rainfallMm"":8.7},{""month"":7,""temperatureC"":1.9,""rainfallMm"":4.4},{""month"":8,""temperatureC"":2.1,""rainfallMm"":4.2},{""month"":9,""temperatureC"":1.8,""rainfallMm"":9.6},{""month"":10,""temperatureC"":1.3,""rainfallMm"":9.7},{""month"":11,""temperatureC"":0.8,""rainfallMm"":10.7},{""month"":12,""temperatureC"":0.8,""rainfallMm"":14.1}]",real,0.95
languedoc-roussillon,2001,1.72,0.0,0,0,0,35.1,9.7,7.9,69,57.0,11.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":false,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Languedoc-Roussillon 2001 : profil proche de la normale regionale, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.6,""rainfallMm"":14.1},{""month"":2,""temperatureC"":0.6,""rainfallMm"":2.7},{""month"":3,""temperatureC"":1.1,""rainfallMm"":10.5},{""month"":4,""temperatureC"":1.0,""rainfallMm"":6.7},{""month"":5,""temperatureC"":1.6,""rainfallMm"":6.1},{""month"":6,""temperatureC"":1.9,""rainfallMm"":4.7},{""month"":7,""temperatureC"":2.1,""rainfallMm"":7.6},{""month"":8,""temperatureC"":2.2,""rainfallMm"":2.1},{""month"":9,""temperatureC"":1.6,""rainfallMm"":7.9},{""month"":10,""temperatureC"":1.6,""rainfallMm"":11.1},{""month"":11,""temperatureC"":0.7,""rainfallMm"":5.9},{""month"":12,""temperatureC"":0.3,""rainfallMm"":1.0}]",real,0.95
languedoc-roussillon,2002,1.68,0.0,0,0,0,53.8,13.1,12.1,76,56.0,11.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":true,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Languedoc-Roussillon 2002 : pluvieux, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.5,""rainfallMm"":3.6},{""month"":2,""temperatureC"":0.7,""rainfallMm"":5.7},{""month"":3,""temperatureC"":1.0,""rainfallMm"":5.5},{""month"":4,""temperatureC"":1.2,""rainfallMm"":10.7},{""month"":5,""temperatureC"":1.4,""rainfallMm"":10.8},{""month"":6,""temperatureC"":1.9,""rainfallMm"":7.2},{""month"":7,""temperatureC"":2.0,""rainfallMm"":4.2},{""month"":8,""temperatureC"":2.0,""rainfallMm"":8.9},{""month"":9,""temperatureC"":1.6,""rainfallMm"":12.1},{""month"":10,""temperatureC"":1.3,""rainfallMm"":13.0},{""month"":11,""temperatureC"":1.0,""rainfallMm"":12.6},{""month"":12,""temperatureC"":0.7,""rainfallMm"":13.0}]",real,0.95
languedoc-roussillon,2003,1.91,0.0,0,0,0,32.7,6.8,11.4,83,58.0,15.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":false,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Languedoc-Roussillon 2003 : profil proche de la normale regionale, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.4,""rainfallMm"":5.4},{""month"":2,""temperatureC"":0.4,""rainfallMm"":12.1},{""month"":3,""temperatureC"":0.9,""rainfallMm"":3.2},{""month"":4,""temperatureC"":1.1,""rainfallMm"":6.6},{""month"":5,""temperatureC"":1.6,""rainfallMm"":5.7},{""month"":6,""temperatureC"":2.3,""rainfallMm"":2.2},{""month"":7,""temperatureC"":2.3,""rainfallMm"":2.4},{""month"":8,""temperatureC"":2.5,""rainfallMm"":4.4},{""month"":9,""temperatureC"":1.7,""rainfallMm"":11.4},{""month"":10,""temperatureC"":1.2,""rainfallMm"":12.6},{""month"":11,""temperatureC"":0.9,""rainfallMm"":18.8},{""month"":12,""temperatureC"":0.6,""rainfallMm"":20.8}]",real,0.95
languedoc-roussillon,2004,1.72,0.0,0,0,0,39.5,10.9,5.0,91,57.0,7.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":false,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Languedoc-Roussillon 2004 : profil proche de la normale regionale, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.5,""rainfallMm"":9.1},{""month"":2,""temperatureC"":0.5,""rainfallMm"":6.5},{""month"":3,""temperatureC"":0.7,""rainfallMm"":10.2},{""month"":4,""temperatureC"":1.0,""rainfallMm"":16.0},{""month"":5,""temperatureC"":1.4,""rainfallMm"":5.6},{""month"":6,""temperatureC"":2.0,""rainfallMm"":2.0},{""month"":7,""temperatureC"":2.1,""rainfallMm"":1.2},{""month"":8,""temperatureC"":2.1,""rainfallMm"":9.7},{""month"":9,""temperatureC"":1.8,""rainfallMm"":5.0},{""month"":10,""temperatureC"":1.4,""rainfallMm"":13.4},{""month"":11,""temperatureC"":0.7,""rainfallMm"":3.8},{""month"":12,""temperatureC"":0.6,""rainfallMm"":8.1}]",real,0.95
languedoc-roussillon,2005,1.77,0.0,0,0,0,37.2,4.6,17.2,57,59.0,18.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":false,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Languedoc-Roussillon 2005 : profil proche de la normale regionale, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.4,""rainfallMm"":2.1},{""month"":2,""temperatureC"":0.2,""rainfallMm"":6.3},{""month"":3,""temperatureC"":0.7,""rainfallMm"":2.3},{""month"":4,""temperatureC"":1.1,""rainfallMm"":6.1},{""month"":5,""temperatureC"":1.5,""rainfallMm"":5.9},{""month"":6,""temperatureC"":2.1,""rainfallMm"":3.6},{""month"":7,""temperatureC"":2.2,""rainfallMm"":1.3},{""month"":8,""temperatureC"":2.0,""rainfallMm"":3.3},{""month"":9,""temperatureC"":1.7,""rainfallMm"":17.2},{""month"":10,""temperatureC"":1.4,""rainfallMm"":16.7},{""month"":11,""temperatureC"":0.7,""rainfallMm"":12.4},{""month"":12,""temperatureC"":0.2,""rainfallMm"":2.7}]",real,0.95
languedoc-roussillon,2006,1.83,0.0,0,0,0,29.8,8.9,14.0,136,57.0,16.0,"{""solaire"":false,""frais"":false,""sec"":true,""pluvieux"":false,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Languedoc-Roussillon 2006 : sec, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.4,""rainfallMm"":17.7},{""month"":2,""temperatureC"":0.4,""rainfallMm"":2.4},{""month"":3,""temperatureC"":0.8,""rainfallMm"":7.2},{""month"":4,""temperatureC"":1.2,""rainfallMm"":2.3},{""month"":5,""temperatureC"":1.5,""rainfallMm"":3.1},{""month"":6,""temperatureC"":2.0,""rainfallMm"":1.5},{""month"":7,""temperatureC"":2.5,""rainfallMm"":3.3},{""month"":8,""temperatureC"":1.9,""rainfallMm"":5.6},{""month"":9,""temperatureC"":1.9,""rainfallMm"":14.0},{""month"":10,""temperatureC"":1.5,""rainfallMm"":11.5},{""month"":11,""temperatureC"":1.1,""rainfallMm"":5.5},{""month"":12,""temperatureC"":0.6,""rainfallMm"":3.3}]",real,0.95
languedoc-roussillon,2007,1.74,0.0,0,0,0,37.1,6.4,4.4,94,58.0,7.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":false,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Languedoc-Roussillon 2007 : profil proche de la normale regionale, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.7,""rainfallMm"":2.5},{""month"":2,""temperatureC"":0.7,""rainfallMm"":8.1},{""month"":3,""temperatureC"":0.8,""rainfallMm"":3.5},{""month"":4,""temperatureC"":1.4,""rainfallMm"":8.6},{""month"":5,""temperatureC"":1.5,""rainfallMm"":12.3},{""month"":6,""temperatureC"":1.8,""rainfallMm"":5.4},{""month"":7,""temperatureC"":2.0,""rainfallMm"":2.5},{""month"":8,""temperatureC"":2.0,""rainfallMm"":3.8},{""month"":9,""temperatureC"":1.7,""rainfallMm"":4.4},{""month"":10,""temperatureC"":1.3,""rainfallMm"":6.6},{""month"":11,""temperatureC"":0.7,""rainfallMm"":7.7},{""month"":12,""temperatureC"":0.5,""rainfallMm"":5.0}]",real,0.95
languedoc-roussillon,2008,1.7,0.0,0,0,0,44.1,6.8,4.2,60,58.0,4.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":true,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Languedoc-Roussillon 2008 : pluvieux, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.7,""rainfallMm"":11.9},{""month"":2,""temperatureC"":0.7,""rainfallMm"":4.3},{""month"":3,""temperatureC"":0.8,""rainfallMm"":6.0},{""month"":4,""temperatureC"":1.1,""rainfallMm"":9.8},{""month"":5,""temperatureC"":1.5,""rainfallMm"":16.3},{""month"":6,""temperatureC"":1.9,""rainfallMm"":7.1},{""month"":7,""temperatureC"":2.1,""rainfallMm"":3.8},{""month"":8,""temperatureC"":2.1,""rainfallMm"":3.0},{""month"":9,""temperatureC"":1.6,""rainfallMm"":4.2},{""month"":10,""temperatureC"":1.3,""rainfallMm"":9.8},{""month"":11,""temperatureC"":0.8,""rainfallMm"":16.1},{""month"":12,""temperatureC"":0.4,""rainfallMm"":15.0}]",real,0.95
languedoc-roussillon,2009,1.83,0.0,0,0,0,33.5,6.3,3.3,60,58.0,2.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":false,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Languedoc-Roussillon 2009 : profil proche de la normale regionale, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.3,""rainfallMm"":8.6},{""month"":2,""temperatureC"":0.5,""rainfallMm"":9.2},{""month"":3,""temperatureC"":0.9,""rainfallMm"":4.0},{""month"":4,""temperatureC"":1.1,""rainfallMm"":16.4},{""month"":5,""temperatureC"":1.7,""rainfallMm"":3.6},{""month"":6,""temperatureC"":2.0,""rainfallMm"":3.9},{""month"":7,""temperatureC"":2.2,""rainfallMm"":2.6},{""month"":8,""temperatureC"":2.3,""rainfallMm"":3.7},{""month"":9,""temperatureC"":1.8,""rainfallMm"":3.3},{""month"":10,""temperatureC"":1.4,""rainfallMm"":10.2},{""month"":11,""temperatureC"":1.0,""rainfallMm"":4.6},{""month"":12,""temperatureC"":0.5,""rainfallMm"":6.2}]",real,0.95
languedoc-roussillon,2010,1.73,0.0,0,0,0,33.9,4.6,8.1,83,59.0,11.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":false,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Languedoc-Roussillon 2010 : profil proche de la normale regionale, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.2,""rainfallMm"":8.1},{""month"":2,""temperatureC"":0.4,""rainfallMm"":11.8},{""month"":3,""temperatureC"":0.7,""rainfallMm"":9.3},{""month"":4,""temperatureC"":1.2,""rainfallMm"":2.9},{""month"":5,""temperatureC"":1.3,""rainfallMm"":11.6},{""month"":6,""temperatureC"":1.8,""rainfallMm"":6.8},{""month"":7,""temperatureC"":2.3,""rainfallMm"":2.1},{""month"":8,""temperatureC"":2.1,""rainfallMm"":2.5},{""month"":9,""temperatureC"":1.7,""rainfallMm"":8.1},{""month"":10,""temperatureC"":1.2,""rainfallMm"":19.8},{""month"":11,""temperatureC"":0.8,""rainfallMm"":7.6},{""month"":12,""temperatureC"":0.4,""rainfallMm"":7.9}]",real,0.95
languedoc-roussillon,2011,1.8,0.0,0,0,0,26.1,11.0,2.8,55,57.0,2.0,"{""solaire"":false,""frais"":false,""sec"":true,""pluvieux"":false,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Languedoc-Roussillon 2011 : sec, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.4,""rainfallMm"":5.2},{""month"":2,""temperatureC"":0.6,""rainfallMm"":3.9},{""month"":3,""temperatureC"":0.8,""rainfallMm"":19.2},{""month"":4,""temperatureC"":1.4,""rainfallMm"":3.6},{""month"":5,""temperatureC"":1.7,""rainfallMm"":2.8},{""month"":6,""temperatureC"":1.8,""rainfallMm"":5.9},{""month"":7,""temperatureC"":1.9,""rainfallMm"":6.8},{""month"":8,""temperatureC"":2.1,""rainfallMm"":4.2},{""month"":9,""temperatureC"":1.9,""rainfallMm"":2.8},{""month"":10,""temperatureC"":1.4,""rainfallMm"":10.4},{""month"":11,""temperatureC"":1.1,""rainfallMm"":26.6},{""month"":12,""temperatureC"":0.7,""rainfallMm"":4.3}]",real,0.95
languedoc-roussillon,2012,1.75,0.0,0,0,0,43.1,10.3,7.2,58,57.0,8.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":true,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Languedoc-Roussillon 2012 : pluvieux, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.6,""rainfallMm"":2.1},{""month"":2,""temperatureC"":0.1,""rainfallMm"":0.5},{""month"":3,""temperatureC"":1.0,""rainfallMm"":3.1},{""month"":4,""temperatureC"":1.0,""rainfallMm"":12.3},{""month"":5,""temperatureC"":1.5,""rainfallMm"":9.3},{""month"":6,""temperatureC"":1.9,""rainfallMm"":4.0},{""month"":7,""temperatureC"":2.1,""rainfallMm"":4.2},{""month"":8,""temperatureC"":2.2,""rainfallMm"":6.1},{""month"":9,""temperatureC"":1.7,""rainfallMm"":7.2},{""month"":10,""temperatureC"":1.4,""rainfallMm"":13.1},{""month"":11,""temperatureC"":0.9,""rainfallMm"":7.4},{""month"":12,""temperatureC"":0.6,""rainfallMm"":5.9}]",real,0.95
languedoc-roussillon,2013,1.67,0.0,0,0,0,41.6,9.1,6.9,48,57.0,8.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":false,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Languedoc-Roussillon 2013 : profil proche de la normale regionale, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.4,""rainfallMm"":6.7},{""month"":2,""temperatureC"":0.3,""rainfallMm"":4.2},{""month"":3,""temperatureC"":0.7,""rainfallMm"":19.5},{""month"":4,""temperatureC"":1.0,""rainfallMm"":10.2},{""month"":5,""temperatureC"":1.2,""rainfallMm"":10.8},{""month"":6,""temperatureC"":1.7,""rainfallMm"":4.6},{""month"":7,""temperatureC"":2.2,""rainfallMm"":5.3},{""month"":8,""temperatureC"":2.1,""rainfallMm"":3.8},{""month"":9,""temperatureC"":1.8,""rainfallMm"":6.9},{""month"":10,""temperatureC"":1.5,""rainfallMm"":8.5},{""month"":11,""temperatureC"":0.7,""rainfallMm"":12.4},{""month"":12,""temperatureC"":0.6,""rainfallMm"":4.1}]",real,0.95
languedoc-roussillon,2014,1.73,0.0,0,0,0,52.0,16.6,19.1,45,55.0,23.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":true,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Languedoc-Roussillon 2014 : pluvieux, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.6,""rainfallMm"":11.3},{""month"":2,""temperatureC"":0.6,""rainfallMm"":8.7},{""month"":3,""temperatureC"":0.9,""rainfallMm"":3.4},{""month"":4,""temperatureC"":1.3,""rainfallMm"":6.2},{""month"":5,""temperatureC"":1.4,""rainfallMm"":4.8},{""month"":6,""temperatureC"":2.0,""rainfallMm"":5.2},{""month"":7,""temperatureC"":2.0,""rainfallMm"":10.2},{""month"":8,""temperatureC"":1.9,""rainfallMm"":6.4},{""month"":9,""temperatureC"":1.8,""rainfallMm"":19.1},{""month"":10,""temperatureC"":1.6,""rainfallMm"":8.4},{""month"":11,""temperatureC"":1.1,""rainfallMm"":27.2},{""month"":12,""temperatureC"":0.6,""rainfallMm"":5.3}]",real,0.95
languedoc-roussillon,2015,1.82,0.0,0,0,0,39.5,12.4,10.3,56,56.0,8.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":false,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Languedoc-Roussillon 2015 : profil proche de la normale regionale, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.5,""rainfallMm"":4.9},{""month"":2,""temperatureC"":0.4,""rainfallMm"":4.5},{""month"":3,""temperatureC"":0.9,""rainfallMm"":6.8},{""month"":4,""temperatureC"":1.2,""rainfallMm"":8.9},{""month"":5,""temperatureC"":1.6,""rainfallMm"":2.0},{""month"":6,""temperatureC"":2.1,""rainfallMm"":5.9},{""month"":7,""temperatureC"":2.4,""rainfallMm"":2.5},{""month"":8,""temperatureC"":2.1,""rainfallMm"":10.0},{""month"":9,""temperatureC"":1.6,""rainfallMm"":10.3},{""month"":10,""temperatureC"":1.2,""rainfallMm"":8.7},{""month"":11,""temperatureC"":1.0,""rainfallMm"":7.5},{""month"":12,""temperatureC"":0.9,""rainfallMm"":2.3}]",real,0.95
languedoc-roussillon,2016,1.76,0.0,0,0,0,37.3,5.7,7.0,107,58.0,8.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":false,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Languedoc-Roussillon 2016 : profil proche de la normale regionale, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.6,""rainfallMm"":6.0},{""month"":2,""temperatureC"":0.7,""rainfallMm"":11.5},{""month"":3,""temperatureC"":0.7,""rainfallMm"":4.9},{""month"":4,""temperatureC"":1.1,""rainfallMm"":8.5},{""month"":5,""temperatureC"":1.4,""rainfallMm"":12.0},{""month"":6,""temperatureC"":1.9,""rainfallMm"":4.0},{""month"":7,""temperatureC"":2.2,""rainfallMm"":3.8},{""month"":8,""temperatureC"":2.1,""rainfallMm"":1.9},{""month"":9,""temperatureC"":1.9,""rainfallMm"":7.0},{""month"":10,""temperatureC"":1.3,""rainfallMm"":16.0},{""month"":11,""temperatureC"":0.9,""rainfallMm"":13.3},{""month"":12,""temperatureC"":0.7,""rainfallMm"":4.8}]",real,0.95
languedoc-roussillon,2017,1.79,0.0,0,0,0,22.3,4.5,2.6,95,59.0,2.0,"{""solaire"":false,""frais"":false,""sec"":true,""pluvieux"":false,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Languedoc-Roussillon 2017 : sec, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.3,""rainfallMm"":9.2},{""month"":2,""temperatureC"":0.8,""rainfallMm"":10.0},{""month"":3,""temperatureC"":1.0,""rainfallMm"":11.9},{""month"":4,""temperatureC"":1.2,""rainfallMm"":4.5},{""month"":5,""temperatureC"":1.5,""rainfallMm"":5.4},{""month"":6,""temperatureC"":2.1,""rainfallMm"":5.3},{""month"":7,""temperatureC"":2.2,""rainfallMm"":2.2},{""month"":8,""temperatureC"":2.2,""rainfallMm"":2.2},{""month"":9,""temperatureC"":1.6,""rainfallMm"":2.6},{""month"":10,""temperatureC"":1.5,""rainfallMm"":4.6},{""month"":11,""temperatureC"":0.8,""rainfallMm"":6.5},{""month"":12,""temperatureC"":0.4,""rainfallMm"":5.5}]",real,0.95
languedoc-roussillon,2018,1.86,0.0,0,0,0,47.0,9.8,1.8,49,57.0,1.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":true,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Languedoc-Roussillon 2018 : pluvieux, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.8,""rainfallMm"":17.3},{""month"":2,""temperatureC"":0.3,""rainfallMm"":8.4},{""month"":3,""temperatureC"":0.7,""rainfallMm"":14.6},{""month"":4,""temperatureC"":1.2,""rainfallMm"":15.5},{""month"":5,""temperatureC"":1.5,""rainfallMm"":14.0},{""month"":6,""temperatureC"":1.9,""rainfallMm"":5.9},{""month"":7,""temperatureC"":2.3,""rainfallMm"":4.7},{""month"":8,""temperatureC"":2.2,""rainfallMm"":5.2},{""month"":9,""temperatureC"":1.9,""rainfallMm"":1.8},{""month"":10,""temperatureC"":1.4,""rainfallMm"":25.9},{""month"":11,""temperatureC"":0.9,""rainfallMm"":18.7},{""month"":12,""temperatureC"":0.7,""rainfallMm"":4.1}]",real,0.95
languedoc-roussillon,2019,1.8,0.0,0,0,1,31.6,6.2,5.5,70,58.0,9.0,"{""solaire"":false,""frais"":false,""sec"":true,""pluvieux"":false,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Languedoc-Roussillon 2019 : sec, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.4,""rainfallMm"":4.1},{""month"":2,""temperatureC"":0.7,""rainfallMm"":2.1},{""month"":3,""temperatureC"":0.9,""rainfallMm"":2.0},{""month"":4,""temperatureC"":1.0,""rainfallMm"":10.4},{""month"":5,""temperatureC"":1.4,""rainfallMm"":6.2},{""month"":6,""temperatureC"":2.0,""rainfallMm"":3.3},{""month"":7,""temperatureC"":2.3,""rainfallMm"":3.6},{""month"":8,""temperatureC"":2.2,""rainfallMm"":2.6},{""month"":9,""temperatureC"":1.8,""rainfallMm"":5.5},{""month"":10,""temperatureC"":1.5,""rainfallMm"":19.5},{""month"":11,""temperatureC"":0.8,""rainfallMm"":15.5},{""month"":12,""temperatureC"":0.8,""rainfallMm"":11.7}]",real,0.95
languedoc-roussillon,2020,1.83,0.0,0,0,0,46.3,6.3,11.0,76,58.0,8.0,"{""solaire"":false,""frais"":false,""sec"":false,""pluvieux"":true,""stressHydrique"":false,""risquePluieVendanges"":false,""gelPrintemps"":false,""forteChaleur"":false}","Languedoc-Roussillon 2020 : pluvieux, calcule a partir des observations quotidiennes Meteo-France.","[{""month"":1,""temperatureC"":0.6,""rainfallMm"":10.3},{""month"":2,""temperatureC"":0.9,""rainfallMm"":2.6},{""month"":3,""temperatureC"":0.9,""rainfallMm"":5.3},{""month"":4,""temperatureC"":1.2,""rainfallMm"":10.4},{""month"":5,""temperatureC"":1.7,""rainfallMm"":8.5},{""month"":6,""temperatureC"":1.8,""rainfallMm"":10.1},{""month"":7,""temperatureC"":2.3,""rainfallMm"":1.6},{""month"":8,""temperatureC"":2.2,""rainfallMm"":4.6},{""month"":9,""temperatureC"":1.8,""rainfallMm"":11.0},{""month"":10,""temperatureC"":1.2,""rainfallMm"":8.1},{""month"":11,""temperatureC"":1.0,""rainfallMm"":7.2},{""month"":12,""temperatureC"":0.6,""rainfallMm"":11.1}]",real,0.95
